Link_Produk, Link_Gambar, Deskripsi_Singkat, Nama_Produk, Status_Stok, Label_Promo, Deskripsi_Lengkap
"https://shopee.co.id/Clear-case-airbag-Realme-C20-C21-C21y-C25-C25s-C25y-C30-C31-C33-case-bening-realme-i.913643695.27374510878?extraParams=%7B%22display_model_id%22%3A218178449254%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rasf-m5e892rfrzx4de"",""Clear case airbag Realme C20 C21 C21y C25 C25s C25y C30 C31 C33 case bening realme"",""14.000"",""-60%"",""4.8"",""493 terjual"""
"https://shopee.co.id/Tempered-glass-kaca-bening-9D-Vivo-Y19-4G-Y19S-PRO-Y19-5G-Y19S-5G-V40-lite-5G-V40-lite-4g-V40-SE-5G-V19-V19-Neo-Y12a-Y12G-Y15-Y15a-Y15s-Y15i-Y17-Y17S-Y19S-Y50-Y50i-Y50T-Y51-2020-Y51a-2021-Y51s-Y52-5G-Y52s-Anti-Gores-full-layar-i.913643695.27417657235?extraParams=%7B%22display_model_id%22%3A237023632334%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rasb-m431qf2g7e6x45"",""Tempered glass kaca bening 9D Vivo Y19 4G Y19S PRO Y19 5G Y19S 5G V40 lite 5G V40 lite 4g V40 SE 5G V19 V19 Neo Y12a Y12G Y15 Y15a Y15s Y15i  Y17 Y17S Y19S Y50 Y50i Y50T Y51 2020 Y51a 2021 Y51s Y52 5G Y52s Anti Gores full layar"",""12.950"",""-63%"",""4.6"",""444 terjual"""
"https://shopee.co.id/Ceramic-Matte-Spy-Privacy-iPhone-X-XS-XR-XS-Max-11-11-Pro-11-Pro-Max-Tempered-Glass-iphone-i.913643695.17797317754?extraParams=%7B%22display_model_id%22%3A184263172368%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224o-mfwctqoyslxr62"",""Ceramic Matte Spy Privacy iPhone X XS XR XS Max 11 11 Pro 11 Pro Max Tempered Glass iphone"",""12.500"",""-75%"",""4.8"",""2RB+ terjual"""
"https://shopee.co.id/TG-full-anti-blue-light-samsung-A07-4G-A07-5G-A17-A16-A05-A05S-A06-A06S-A11-A12-A13-A22-A23-A32-A52-A53-A72-A21-A21s-A31-A51-A71-anti-gores-samsung-i.913643695.22965971971?extraParams=%7B%22display_model_id%22%3A118180873427%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztp-mf7p2ovaji1809"",""TG full anti blue light samsung A07 4G A07 5G A17 A16 A05 A05S A06 A06S A11 A12 A13 A22 A23 A32 A52 A53 A72 A21 A21s A31 A51 A71 anti gores samsung"",""13.300"",""-62%"",""4.8"",""1RB+ terjual"""
"https://shopee.co.id/Tempered-Glass-Anti-Blue-Light-Iphone-5-5S-6-6S-6-6S-7-7-8-8-X-Xs-Xr-Xs-Max-11-11-Pro-11-Pro-Max-Se-Tempered-Glass-Ceramic-Matte-Blue-Anti-Radiasi-Full-Layar-i.913643695.22041131723?extraParams=%7B%22display_model_id%22%3A148190951472%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7qul0-liq4v62ntoqj83"",""Tempered Glass Anti Blue Light Iphone 5 5S 6 6S 6+ 6S+ 7 7+ 8 8+ X Xs Xr Xs Max 11 11 Pro 11 Pro Max Se Tempered Glass Ceramic Matte Blue Anti Radiasi Full Layar"",""19.000"",""-62%"",""4.8"",""110 terjual"""
"https://shopee.co.id/Matte-Glass-9H-Anti-Glare-Xiaomi-Redmi-Note-4-4X-5-5A-5A-prime-5-pro-6-6-pro-8-8T-8-pro-9-9-pro-9-pro-max-9S-9T-Tempered-Glass-Full-Layar-Anti-Minyak-i.913643695.20078677663?extraParams=%7B%22display_model_id%22%3A108063641583%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224u-mgi9ycnk7mz096"",""Matte Glass 9H Anti Glare Xiaomi Redmi Note 4 / 4X / 5 / 5A / 5A prime / 5 pro / 6 / 6 pro / 8 / 8T / 8 pro / 9 / 9 pro / 9 pro max / 9S / 9T    Tempered Glass Full Layar/Anti Minyak"",""12.150"",""-73%"",""4.8"",""215 terjual"""
"https://shopee.co.id/Silikon-Case-Softcase-Protector-Pro-Camera-vivo-Y21-Y21S-Y33S-Y21A-Y21T-Y35-V25-Y01-V23E-.-Silikon-Case-Softase-Protector-Pro-Camera-i.913643695.22158652429?extraParams=%7B%22display_model_id%22%3A217118361479%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98o-ln3vdclkwa6n44"",""Silikon Case Softcase Protector Pro Camera vivo Y21 Y21S Y33S Y21A Y21T Y35 V25 Y01 V23E . Silikon Case Softase Protector Pro Camera"",""12.600"",""-64%"",""4.8"",""2RB+ terjual"""
"https://shopee.co.id/Clear-Case-Airbag-iPhone-16-Pro-16-Pro-Max-15-Pro-Max-15-Pro-15-15-14-PM-14-14-Pro-14-Max-14-Case-i.913643695.28574510901?extraParams=%7B%22display_model_id%22%3A176941571439%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/sg-11134201-7rbks-m5derjwsi9078d"",""Clear Case Airbag iPhone 16 Pro 16 Pro Max 15 Pro Max 15 Pro 15 15+ 14 PM 14 14 Pro 14 Max 14 Case"",""14.000"",""-60%"",""4.9"",""154 terjual"""
"https://shopee.co.id/Tempered-Glass-Bening-vivo-Y30-Y30i-Y50-Y50i-Y31-Y31S-Y32-Y33-Y33S-Y33T-Y35-Y100-4G-Y100-5G-Y100-5G-(2023)-Y100T-Y200-Y200E-Y200i-Y38-Y51-Y51A-Y51S-Y51-Y51A-Y51S-Y55S-5G-Y55-5G-Y33S-Y54S-Y52S-anti-gores-bening-i.913643695.43722481034?extraParams=%7B%22display_model_id%22%3A271828934006%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztl-mfano7fzfdag12"",""Tempered Glass Bening vivo Y30 Y30i Y50 Y50i Y31 Y31S Y32 Y33 Y33S Y33T Y35 Y100 4G Y100 5G Y100 5G (2023) Y100T Y200 Y200E Y200i Y38 Y51 Y51A Y51S Y51 Y51A Y51S Y55S 5G Y55 5G Y33S Y54S Y52S anti gores bening"",""12.600"",""-65%"",""4.7"",""587 terjual"""
"https://shopee.co.id/Tempered-Glass-kaca-bening-9D-Oppo-A55-A55-4G-A55-5G-A54-A54-5G-A54s-A53s-5G-A95-4G-A95-5G-A96-A96-5G-A97-(2022)-A36-A37-(Neo-9)-A38-5G-A52-(2020)-A53-A53-5G-A53s-(2020)-A92-(2020)-A92s-(2020)-A93-(2020)-A94-4G-A94-5G-anti-gores-bening-full-layar-i.913643695.26668296406?extraParams=%7B%22display_model_id%22%3A176813301192%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224x-mhvfnknl4c8w25"",""Tempered Glass kaca bening 9D Oppo A55 A55 4G A55 5G A54 A54 5G A54s A53s 5G A95 4G A95 5G A96 A96 5G A97 (2022)  A36 A37 (Neo 9) A38 5G A52 (2020) A53 A53 5G A53s (2020)  A92 (2020) A92s (2020) A93 (2020) A94 4G A94 5G anti gores bening full layar"",""12.950"",""-63%"",""4.8"",""353 terjual"""
"https://shopee.co.id/SUPERFIT-VIVO-Y1S-Y12S-Y12-Y15A-Y15S-Y16-Y18-Y17S-Y20-Y20A-Y20S-Y20S-Y21-Y21A-Y21S-Y21T-Y22-Y22S-Y30-Y31-Y31S-Y32-Y33-Y33T-Y33S-Y35-Y30-Y35-Y51-Y51A-Y51S-Y52-Y52S-Y53S-Y54S-Y55S-Y56-Y72-Y74S-Y75-Y75S-Y76-Y76S-Y77-Y77S-Y90-Y91-Y91C-Y93-Y93S-Y95-T1-T1-PRO-i.913643695.45308367288?extraParams=%7B%22display_model_id%22%3A310741456838%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-822wh-mmm67c70pclk5e"",""SUPERFIT VIVO Y1S Y12S Y12 Y15A Y15S Y16 Y18 Y17S Y20 Y20A Y20S Y20S Y21 Y21A Y21S Y21T Y22 Y22S Y30 Y31 Y31S Y32 Y33 Y33T Y33S Y35 Y30 Y35+ Y51 Y51A Y51S Y52 Y52S Y53S Y54S Y55S Y56 Y72 Y74S Y75 Y75S Y76 Y76S Y77 Y77S Y90 Y91 Y91C Y93 Y93S Y95 T1 T1 PRO"",""16.500"",""-70%"",""5.0"",""9 terjual"""
"https://shopee.co.id/clear-case-airbag-vivo-Y01-Y02-Y02s-2022-Y02t-Y03-Y1S-2020-Y3-Y3s-2020-Y3s-2020-Y5S-U3-Y19-2019-Y7s-case-vivo-i.913643695.26374515640?extraParams=%7B%22display_model_id%22%3A242548122104%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rasb-m5e7enn2l6o6b7"",""clear case airbag vivo Y01 Y02 Y02s 2022 Y02t Y03 Y1S 2020 Y3 Y3s 2020 Y3s 2020 Y5S U3 Y19 2019 Y7s case vivo"",""12.950"",""-63%"",""4.9"",""189 terjual"""
"https://shopee.co.id/Tempered-Glass-Anti-Blue-Light-Redmi-Note-8-8T-8-Pro-9-9T-9-Pro-9-Pro-Max-10-10S-10T-10-Pro-10-Pro-Max-10-Lite-anti-gores-redmi-note-i.913643695.16694429810?extraParams=%7B%22display_model_id%22%3A221533220801%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224p-mfu1if2c2ham7e"",""Tempered Glass Anti Blue Light Redmi Note 8 8T 8 Pro 9 9T 9 Pro 9 Pro Max 10 10S 10T 10 Pro 10 Pro Max 10 Lite anti gores redmi note"",""13.300"",""-62%"",""4.8"",""516 terjual"""
"https://shopee.co.id/TG-full-matte-Glass-realme-narzo-10-10A-20-20A-20-Pro-30-30A-30-Pro-50-5G-50-50A-50A-Prime-50i-50i-Prime-tempered-glass-realme-anti-gores-realme-narzo-i.913643695.44750641012?extraParams=%7B%22display_model_id%22%3A315054471701%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-82252-mgi94f1s2l8s2a"",""TG full matte Glass realme narzo 10 10A 20 20A 20 Pro 30 30A 30 Pro 50 5G 50 50A 50A Prime 50i 50i Prime tempered glass realme anti gores realme narzo"",""12.960"",""-64%"",""4.6"",""18 terjual"""
"https://shopee.co.id/Ceramic-matte-anti-Blue-Light-Oppo-A3S-A5S-A7-A8-A9-A11-A11k-A1k-A12-A12e-A12s-A15-A15s-A16-A16e-A16k-A16s-A17-Tempered-Glass-Ceramic-Blue-Anti-Radiasi-Full-Layar-i.913643695.20788281261?extraParams=%7B%22display_model_id%22%3A156842450474%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7qul2-liw0noohq9hyac"",""Ceramic matte anti Blue Light Oppo A3S A5S A7 A8 A9 A11 A11k A1k A12 A12e A12s A15 A15s A16 A16e A16k A16s A17 Tempered Glass Ceramic Blue Anti Radiasi Full Layar"",""12.500"",""-75%"",""4.8"",""263 terjual"""
"https://shopee.co.id/Anti-Gores-Bening-Samsung-A56-A36-A35-A26-S24-FE-Tempered-Glass-Samsung-i.913643695.26736863799?extraParams=%7B%22display_model_id%22%3A186092912703%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rbk7-ma3fr0e7nrhp42"",""Anti Gores Bening Samsung A56 A36 A35 A26 S24 FE Tempered Glass Samsung"",""16.100"",""-54%"",""4.7"",""241 terjual"""
"https://shopee.co.id/Oppo-A17-A77s-A17k-A16-A16k-A16e-A15-A15s-A9-2020-A5-2020-A31-A76-A96-A95-A57-New-2022-Case-I-Cristal-i.913643695.21379330887?extraParams=%7B%22display_model_id%22%3A216713559588%2C%22model_selection_logic%22%3A3%7D,""https://down-id.img.susercontent.com/file/sg-11134201-7qvdt-lfil48w1r7v259"",""Oppo A17 A77s A17k A16 A16k A16e A15 A15s A9 2020 A5 2020 A31 A76 A96 A95 A57 New 2022 Case I Cristal"",""65.000"","""",""4.8"",""26 terjual"""
"https://shopee.co.id/TG-full-matte-glass-Infinix-Hot-8-8-lite-9-9-pro-9-play-10-10-lite-5G-10s-10s-Nfc-10T-10-play-11-11-play-12i-12-pro-20i-20-5G-Tempered-Glass-infinix-hot-i.913643695.20878677211?extraParams=%7B%22display_model_id%22%3A79297408765%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224u-mgi9ycnk7mz096"",""TG full matte glass Infinix Hot 8 8 lite 9 9 pro 9 play 10 10 lite 5G 10s 10s Nfc 10T 10 play 11 11 play 12i 12 pro 20i 20 5G  Tempered Glass infinix hot"",""12.150"",""-73%"",""4.7"",""281 terjual"""
"https://shopee.co.id/Tempered-Glass-Anti-Spy-infinix-hot-8-9-9-Play-10S-10-Play-Hot-11S-NFC-11-Play-12i-Anti-Gores-anti-infinix-i.913643695.23139321909?extraParams=%7B%22display_model_id%22%3A204220356827%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztk-mfl7pl7yn9xq4d"",""Tempered Glass Anti Spy infinix hot 8 9 9 Play 10S 10 Play Hot 11S NFC 11 Play 12i Anti Gores anti infinix"",""12.150"",""-73%"",""4.7"",""574 terjual"""
"https://shopee.co.id/Clear-Case-airbag-oppo-A5-2020-A9-2020-A72-2020-A92-2020-A92s-2020-A93-2020-A53s-2020-A52-2020-A77-A77S-i.913643695.28174520134?extraParams=%7B%22display_model_id%22%3A257548084072%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rasi-m5e3i5nw63h292"",""Clear Case airbag oppo A5 2020 A9 2020 A72 2020 A92 2020 A92s 2020 A93 2020 A53s 2020 A52 2020 A77 A77S"",""14.000"",""-60%"",""4.8"",""443 terjual"""
"https://shopee.co.id/Original(120W)-~Charger-Fast-Charging-VIVO-Original-Casan-Hp-i.913643695.24695551936?extraParams=%7B%22display_model_id%22%3A290345516033%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rbk5-marxstlau63v80"",""Original(120W) ~Charger Fast Charging VIVO Original Casan Hp"",""49.611"",""-48%"",""4.8"",""33 terjual"""
"https://shopee.co.id/Silikon-Case-Softcase-Protector-Pro-Camera-vivo-V19-V17-V15-V15-PRO-V17-PRO-S1-S1-PRO-Y30-Y50-Y30I.-Silikon-Case-Softase-Protector-Pro-Camera-i.913643695.14098352066?extraParams=%7B%22display_model_id%22%3A197118240898%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98s-ln3vzpxke0p859"",""Silikon Case Softcase Protector Pro Camera vivo V19 V17 V15 V15 PRO V17 PRO S1 S1 PRO Y30 Y50 Y30I. Silikon Case Softase Protector Pro Camera"",""15.400"",""-56%"",""4.8"",""298 terjual"""
"https://shopee.co.id/Dompet-Flip-VIVO-Y19-Y17-Y15-Y12-Y12I-Y1S-Y21-Y21S-Y33s-Y15s-Flip-Leather-Case-Cover-Wallet-Magnet-i.913643695.23441138024?extraParams=%7B%22display_model_id%22%3A167633021970%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98v-lmqgb6iru0x009"",""Dompet Flip VIVO Y19 Y17 Y15 Y12 Y12I Y1S Y21 Y21S Y33s Y15s Flip Leather Case Cover Wallet Magnet"",""75.000"","""",""4.7"",""36 terjual"""
"https://shopee.co.id/Silikon-Case-Softase-Protector-Pro-Camera-redmi-NOTE-12-PRO-NOTE-8-NOTE-9-NOTE-7-NOTE-8-PRO-NOTE-9-PRO-NOTE-7-PRO-10C-10A-10-Silikon-Case-Softase-Protector-Pro-Camera-i.913643695.22558680552?extraParams=%7B%22display_model_id%22%3A197119039860%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98t-ln49u9j295rqaa"",""Silikon Case Softase Protector Pro Camera redmi NOTE 12 PRO NOTE 8 NOTE 9 NOTE 7 NOTE 8 PRO NOTE 9 PRO NOTE 7 PRO 10C 10A 10 Silikon Case Softase Protector Pro Camera"",""12.600"",""-64%"",""4.8"",""1RB+ terjual"""
"https://shopee.co.id/Silikon-Case-Softcase-Protector-Pro-Camera-Oppo-reno-8-5G-8T-4G-8T-5G-4-5-6-4G-7-4G-7-PRO-8-A12.-Silikon-Case-Softcase-Protector-Pro-Camera-i.913643695.11399644889?extraParams=%7B%22display_model_id%22%3A177924278793%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98z-ln410wxqrep3fd"",""Silikon Case Softcase Protector Pro Camera Oppo reno 8 5G 8T 4G 8T 5G 4 5 6 4G 7 4G 7 PRO 8 A12. Silikon Case Softcase Protector Pro Camera"",""15.400"",""-56%"",""4.8"",""161 terjual"""
"https://shopee.co.id/Matte-glass-redmi-14C-14C-5G-13-Note-13-Note-13-Pro-13-Pro-13c-A2-2023-12-13t-A1New-Mi-5x-5-Plus-3-Pro-6x-Note-5a-Note-4x-Anti-gores-anti-minyak-i.913643695.29270207417?extraParams=%7B%22display_model_id%22%3A108535112072%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224u-mgi9ycnk7mz096"",""Matte glass redmi 14C 14C 5G 13 Note 13 Note 13 Pro 13 Pro+ 13c A2 2023 12 13t A1New Mi 5x 5 Plus 3 Pro 6x Note 5a Note 4x Anti gores anti minyak"",""12.150"",""-73%"",""4.7"",""102 terjual"""
"https://shopee.co.id/Flip-Case-Magnet-kulit-OPPO-A17-A77s-A17k-A77-A91-A5S-A7-Flip-Leather-Case-Cover-Wallet-Magnet-i.913643695.23966614993?extraParams=%7B%22display_model_id%22%3A186713485706%2C%22model_selection_logic%22%3A3%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r990-lmqpvv9j29dz0c"",""Flip Case Magnet kulit OPPO A17 A77s A17k A77 A91 A5S A7 Flip Leather Case Cover Wallet Magnet"",""75.000"","""",""4.9"",""33 terjual"""
"https://shopee.co.id/TG-full-anti-spy-static-premium-vivo-Y12-Y12a-Y12s-Y12a-Y15s-Y15a-Y16-Y17s-Y18-Y18i-Y18t-Y18e-Y20-Y20a-Y20g-Y20i-Y20S-Y20S-G-Y21-Y21A-Y21S-Y28-Y28s-Y01-Y1-Y02-Y02s-Y02a-Y02t-Y03-Y03t-Y3s-Y04-Y11s-Y56-Y54s-Y73-Y74s-Y75S-T1-Y31-Y31s-Y32-Y33-Y33s-Y33t-Y35-i.913643695.43612532589?extraParams=%7B%22display_model_id%22%3A248733142879%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7ra0i-mdcqbw3vi2xwb4"",""TG full anti spy static premium vivo Y12 Y12a Y12s Y12a Y15s Y15a Y16 Y17s Y18 Y18i Y18t Y18e Y20 Y20a Y20g Y20i Y20S Y20S [G]Y21 Y21A Y21S Y28 Y28s Y01 Y1 Y02 Y02s Y02a Y02t Y03 Y03t Y3s Y04 Y11s Y56 Y54s Y73 Y74s Y75S T1 Y31 Y31s Y32 Y33 Y33s Y33t Y35"",""16.650"",""-63%"",""4.8"",""75 terjual"""
"https://shopee.co.id/Tempered-Glass-Anti-Blue-Light-Samsung-J2-Prime-J5-Prime-J7-Prime-J2-Pro-J3-Pro-J5-Pro-J7-Pro-anti-gores-Anti-Radiasi-Full-Layar-i.913643695.23940494713?extraParams=%7B%22display_model_id%22%3A184572064997%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7qul9-livfliph43q655"",""Tempered Glass Anti Blue Light Samsung J2 Prime J5 Prime J7 Prime J2 Pro J3 Pro J5 Pro J7 Pro anti gores  Anti Radiasi Full Layar"",""13.300"",""-62%"",""4.6"",""92 terjual"""
"https://shopee.co.id/ceramic-matte-spy-samsung-M12-M11-M10-M10S-M20-M20S-M21-M21S-M21-M22-M23-M01-M01S-M02-M02S-M04-M30-M30S-M31-M31-M31S-M32-M40-M51-M52-M62-M32-M42-M53-M34-Tempered-glass-samsung-i.913643695.49800286909?extraParams=%7B%22display_model_id%22%3A325024291065%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224v-mfvwojn4n9jd3c"",""ceramic matte spy samsung M12 M11 M10 M10S M20 M20S M21 M21S M21 M22 M23 M01 M01S M02 M02S M04 M30 M30S M31 M31 M31S M32 M40 M51 M52 M62 M32 M42 M53 M34 Tempered glass samsung"",""13.320"",""-63%"",""5.0"",""13 terjual"""
"https://shopee.co.id/Casing-Pro-Camera-Vivo-Y30i-Y30-Y21-Y21s-Y21a-Y21t-Y50-Y50i-Y33s-Y21-2021-Y21s-2021-Softcase-Pro-Camera-Silikon-i.913643695.19682974881?extraParams=%7B%22display_model_id%22%3A137671226051%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98y-ln3rhvh8p5e7be"",""Casing Pro Camera Vivo Y30i Y30 Y21 Y21s Y21a Y21t Y50 Y50i Y33s Y21 2021 Y21s 2021 Softcase Pro Camera Silikon"",""12.600"",""-64%"",""4.8"",""2RB+ terjual"""
"https://shopee.co.id/Tempered-Glass-Anti-Blue-Light-Infinix-Smart-3-Smart-4-Smart-4C-Smart-5-Smart-HD-2021-Smart-6-Smart-6-HD-Smart-6-Plus-Note-7-Note-8-Tempered-Glass-Anti-Blue-light-i.913643695.22740489363?extraParams=%7B%22display_model_id%22%3A29728690571%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7qul9-livha8mu4a77b4"",""Tempered Glass Anti Blue Light Infinix Smart 3+ Smart 4 Smart 4C Smart 5 Smart HD 2021 Smart 6 Smart 6 HD Smart 6 Plus Note 7 Note 8 Tempered Glass Anti Blue light"",""13.300"",""-62%"",""4.9"",""71 terjual"""
"https://shopee.co.id/Tempered-Glass-HD-Anti-Static-Realme-Narzo-50-50-5G-50A-50A-Prime-50i-50i-Prime-50-Pro-30-30A-30-Pro-20-20A-20-Pro-10-10A-Narzo-GT-Neo-3-GT-Neo-GT-Master-Edition-GT-Master-GT-5G-Anti-Gores-Full-Layar-Full-Screen-Full-Cover-i.913643695.25255758750?extraParams=%7B%22display_model_id%22%3A214845954841%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98r-lpzjvy7jat5296"",""Tempered Glass HD Anti Static Realme Narzo 50 50 5G 50A 50A Prime 50i 50i Prime 50 Pro 30 30A 30 Pro 20 20A 20 Pro 10 10A Narzo GT Neo 3 GT Neo GT Master Edition GT Master GT 5G Anti Gores Full Layar Full Screen Full Cover"",""13.800"",""-54%"",""4.8"",""132 terjual"""
"https://shopee.co.id/Silikon-Case-Softase-Protector-Pro-Camera-redmi-9A-9C-9-8-8A-8A-PRO-S2-A2-2023-12-NOTE-12-Silikon-Case-Softase-Protector-Pro-Camera-i.913643695.13799869314?extraParams=%7B%22display_model_id%22%3A207119032580%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98z-ln49ah0ux4f800"",""Silikon Case Softase Protector Pro Camera redmi  9A 9C 9 8 8A 8A PRO S2 A2 2023 12 NOTE 12 Silikon Case Softase Protector Pro Camera"",""12.600"",""-64%"",""4.8"",""408 terjual"""
"https://shopee.co.id/Tempered-Glass-HD-Anti-Static-Oppo-A35-A54S-A57S-A79-Anti-Gores-oppo-i.913643695.26356247453?extraParams=%7B%22display_model_id%22%3A241262929863%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98u-ly7a37z1awx411"",""Tempered Glass HD Anti Static Oppo A35 A54S A57S A79 Anti Gores oppo"",""13.800"",""-54%"",""5.0"",""24 terjual"""
"https://shopee.co.id/Original(120W)-~Charger-Fast-Charging-Oppo-Original-Casan-Hp-i.913643695.40554070774?extraParams=%7B%22display_model_id%22%3A270345518366%2C%22model_selection_logic%22%3A3%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rbk5-marxstlau63v80"",""Original(120W) ~Charger Fast Charging Oppo Original Casan Hp"",""69.350"",""-27%"",""4.9"",""43 terjual"""
"https://shopee.co.id/Silikon-Case-Softase-Protector-Pro-Camera-Redmi-NOTE-11-PRO-NOTE-10-PRO-A1-NEW-6A-7A-MI-5X-5X-3-PRO-NOTE-5-NOTE-5-PRO-Silikon-Case-Softase-Protector-Pro-Camera-i.913643695.23984177980?extraParams=%7B%22display_model_id%22%3A39361937189%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98r-ln49zpnz8co7f1"",""Silikon Case Softase Protector Pro Camera Redmi NOTE 11 PRO NOTE 10 PRO A1 NEW 6A 7A MI 5X 5X 3 PRO NOTE 5 NOTE 5 PRO Silikon Case Softase Protector Pro Camera"",""15.400"",""-56%"",""4.8"",""92 terjual"""
"https://shopee.co.id/Tempered-glass-anti-blue-light-Vivo-Y02s-2022-Y02t-Y03-Y03T-Y31-2021-Y31s-2021-Y33s-2021-Y33s-5G-Y35-2022-Y35-5G-Anti-gores-Anti-radiasi-full-layar-i.913643695.26405565260?extraParams=%7B%22display_model_id%22%3A157383552101%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98u-lxttnkr0ovzxac"",""Tempered glass anti blue light Vivo Y02s 2022 Y02t Y03 Y03T Y31 2021 Y31s 2021 Y33s 2021 Y33s 5G Y35 2022 Y35 5G Anti gores Anti radiasi full layar"",""13.300"",""-62%"",""4.8"",""52 terjual"""
"https://shopee.co.id/Casing-Pro-Camera-Realme-7-Realme-5-Realme-2-Realme-2-Pro-Realme-5i-Realme-5s-Realme-5-Pro-Realme-3-Realme-3-Pro-Realme-6-Realme-6-Pro-Realme-7-Realme-7-Pro-Realme-7i-SoftCase-Pro-Camera-Silikon-Pro-Camera-i.913643695.22851381861?extraParams=%7B%22display_model_id%22%3A184506658610%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r990-lu34cp67ijjc24"",""Casing Pro Camera Realme 7 Realme 5 Realme 2 Realme 2 Pro Realme 5i Realme 5s Realme 5 Pro Realme 3 Realme 3 Pro Realme 6 Realme 6 Pro Realme 7 Realme 7 Pro Realme 7i SoftCase Pro Camera Silikon Pro Camera"",""15.400"",""-56%"",""4.8"",""239 terjual"""
"https://shopee.co.id/Casing-Pro-Camera-Redmi-14C-14C-5G-12C-13C-13T-SoftCase-Pro-Camera-i.913643695.25224023347?extraParams=%7B%22display_model_id%22%3A185027594097%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rash-m4099xgilaqh22"",""Casing Pro Camera Redmi 14C 14C 5G 12C 13C 13T  SoftCase Pro Camera"",""12.600"",""-64%"",""4.8"",""134 terjual"""
"https://shopee.co.id/Silikon-Case-Softcase-Protector-Pro-Camera-samsung-A02-A02S-A03core-A10-A20-A30-A50-J6-2018-J7-J730.-Silikon-Case-Softcase-Protector-Pro-Camera-i.913643695.23458642615?extraParams=%7B%22display_model_id%22%3A89461157449%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98u-ln3ub8diz9hdcc"",""Silikon Case Softcase Protector Pro Camera samsung  A02 A02S A03core A10 A20 A30 A50 J6 2018 J7 J730. Silikon Case Softcase Protector Pro Camera"",""12.600"",""-64%"",""4.8"",""3RB+ terjual"""
