Link_Produk, Link_Gambar, Deskripsi_Singkat, Nama_Produk, Status_Stok, Label_Promo, Deskripsi_Lengkap
"https://shopee.co.id/TG-full-layar-anti-radiasi-redmi-A7-PRO-14C-13X-13-13C-12-12C-10-10A-10C-10X-9A-9C-8-8A-7-7A-6-6A-A5-5-A3-A3-PRO-A2-A4-A1-A1-8-PRO-10X-PRO-10-Prime-11-Prime-9-Prime-9C-NFC-9i-9T-Y3-Tempered-glass-anti-gores-redmi-i.913643695.49600580226?extraParams=%7B%22display_model_id%22%3A262110965087%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224s-mgfzoblnd8nc42"",""TG full layar anti radiasi redmi A7 PRO 14C 13X 13 13C 12 12C 10 10A 10C 10X 9A 9C 8 8A 7 7A 6 6A A5 5+ A3 A3 PRO A2 A4 A1 A1+ 8 PRO 10X PRO 10 Prime 11 Prime 9 Prime 9C NFC 9i 9T Y3 Tempered glass anti gores redmi"",""12.960"",""-64%"",""4.8"",""269 terjual"""
"https://shopee.co.id/TG-Ful-anti-radiasi-realme-C71-C75-C75X-C15-C17-C12-C11-C10-C1-C2-C2S-C3-C20-C20A-C21-C21Y-C25-C25S-C25Y-C30-C31-C33-8-8i-8S-8-Pro-9-9i-9-Pro-9Pro-10-10Pro-10S-11-7-7i-7Pro-6-6-Pro-6i-6s-5-5i-5Pro-5s-3-3Pro-3i-2-2Pro-C61-C63-C65-C67-4G-C51s-C53-C51-C55-13-i.913643695.46100580492?extraParams=%7B%22display_model_id%22%3A395048815762%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224s-mgfzoblnd8nc42"",""TG Ful anti radiasi realme C71 C75 C75X C15 C17 C12 C11 C10 C1 C2 C2S C3 C20 C20A C21 C21Y C25 C25S C25Y C30 C31 C33 8 8i 8S 8 Pro 9 9i 9 Pro 9Pro+10 10Pro 10S 11 7 7i 7Pro 6 6 Pro 6i 6s 5 5i 5Pro 5s 3 3Pro 3i 2 2Pro C61 C63 C65 C67 4G C51s C53 C51 C55 13"",""12.960"",""-64%"",""4.7"",""223 terjual"""
"https://shopee.co.id/Ceramic-matte-spy-samsung-A01-A02-02S-A03-A03S-A04-A04S-A04E-A05-A05S-A06-A06S-A07-4G-A07-5G-A07-A10-A10S-A10E-A11-A11X-A12-A13-A14-A15-A16-A17-4G-A17-5G-A20-A22-A22-A23-A23-A20-A20E-A20S-A21-A21S-A24-A25-A26-A33-A34-tempered-glass-samsung-i.913643695.44375875068?extraParams=%7B%22display_model_id%22%3A224598386428%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-82250-mgcrj44d7fnz75"",""Ceramic matte spy samsung A01 A02 02S A03 A03S A04 A04S A04E A05 A05S A06 A06S A07 4G A07 5G A07 A10 A10S A10E A11 A11X A12 A13 A14 A15 A16 A17 4G A17 5G A20 A22 A22 A23 A23 A20 A20E A20S A21 A21S A24 A25 A26 A33 A34 tempered glass samsung"",""13.320"",""-63%"",""4.9"",""365 terjual"""
"https://shopee.co.id/Tempered-Glass-HD-Anti-Static-Samsung-A6-2018-A7-2018-A8-2018-J4-2018-J4-Core-J4-J6-J8-2018-J2-Prime-J4-Prime-J6-Prime-J7-Prime-J7-Pro-J730-A730-A750-Anti-Gores-Full-Layar-Full-Screen-Full-Cover-i.913643695.24955758795?extraParams=%7B%22display_model_id%22%3A240150356275%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r991-lpzkuishxda741"",""Tempered Glass HD Anti Static Samsung A6+ 2018 A7 2018 A8+ 2018 J4 2018 J4 Core J4+ J6+ J8 2018 J2 Prime J4 Prime J6 Prime J7 Prime J7 Pro J730 A730 A750 Anti Gores Full Layar Full Screen Full Cover"",""13.800"",""-54%"",""4.9"",""392 terjual"""
"https://shopee.co.id/TG-Full-anti-radiasi-vivo-Y12-Y12A-Y12i-Y12S-Y15-Y15S-Y15A-Y16-Y17-Y17S-Y18-Y19-Y19S-Y19S-PRO-Y20-Y20A-Y20G-Y20i-Y20S-Y21-Y21A-Y21D-Y21S-Y21T-Y22-Y22S-Y30-Y30i-Y50-Y50i-Y31-Y31S-Y32-Y33-Y33S-Y33t-Y35-Y100-Y38-Y51-Y51A-Y51S-Y51-Y51A-Y400-Y39-5G-Y04-Y04S-i.913643695.50650486869?extraParams=%7B%22display_model_id%22%3A330043114638%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224s-mgfzoblnd8nc42"",""TG Full anti radiasi vivo Y12 Y12A Y12i Y12S Y15 Y15S Y15A Y16 Y17 Y17S Y18 Y19 Y19S Y19S PRO Y20 Y20A Y20G Y20i Y20S Y21 Y21A Y21D Y21S Y21T Y22 Y22S Y30 Y30i Y50 Y50i Y31 Y31S Y32 Y33 Y33S Y33t Y35 Y100 Y38 Y51 Y51A Y51S Y51 Y51A Y400 Y39 5G Y04 Y04S"",""12.960"",""-64%"",""4.8"",""745 terjual"""
"https://shopee.co.id/Tg-full-anti-spy-iPhone-11-11-PRO-11-promax-tempered-glass-iphone-i.913643695.23139322040?extraParams=%7B%22display_model_id%22%3A184220354757%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98s-lls7j1wvh4tn36"",""Tg full anti spy iPhone 11 11 PRO 11 promax tempered glass iphone"",""12.350"",""-87%"",""4.8"",""4RB+ terjual"""
"https://shopee.co.id/Tempered-Glass-Bening-infinix-Smart-8-8pro-8-plus-9-9HD-10-10-plus-10HD-7-5-7-HD-5-Pro-HD-6-3-6-HD-4-6-Plus-4C-GT-anti-gores-infinix-i.913643695.29442462294?extraParams=%7B%22display_model_id%22%3A291828948441%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztq-mfgl7u6p2l1q0f"",""Tempered Glass Bening infinix Smart 8 8pro 8 plus 9 9HD 10 10 plus 10HD 7 5 7 HD 5 Pro HD 6 3+ 6 HD 4 6 Plus 4C GT anti gores infinix"",""12.600"",""-65%"",""4.7"",""414 terjual"""
"https://shopee.co.id/Tempered-Glass-Anti-Spy-Redmi-S2-5-7-7A-8-8A-8A-Pro-Anti-Gores-Anti-Intip-Pelindung-Layar-Anti-Spy-Privacy-Full-Layar-i.913643695.16894277246?extraParams=%7B%22display_model_id%22%3A231493140769%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7ras9-m203rhe0h67cbe"",""Tempered Glass Anti Spy Redmi S2 5+ 7 7A 8  8A 8A Pro Anti Gores Anti Intip Pelindung Layar Anti Spy Privacy Full Layar"",""12.150"",""-73%"",""4.8"",""1RB+ terjual"""
"https://shopee.co.id/TG-full-anti-spy-realme-Narzo-20A-20-20-Pro-30-30A-30-Pro-50-50A-50i-50-Pro-tempered-glass-anti-spy-realme-i.913643695.18278699045?extraParams=%7B%22display_model_id%22%3A165837484736%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztk-mep992swn9ja48"",""TG full anti spy realme Narzo 20A 20 20 Pro 30 30A 30 Pro 50 50A 50i 50 Pro tempered glass anti spy realme"",""12.150"",""-73%"",""4.8"",""744 terjual"""
"https://shopee.co.id/Tempered-Glass-HD-Anti-Static-Oppo-A18-A17-A17k-A16-A16e-A16k-A16s-A15-A15s-A12-A12e-A12s-A11-A11K-A11X-Anti-Gores-Full-Layar-Full-Screen-Full-Cover-i.913643695.25955754002?extraParams=%7B%22display_model_id%22%3A222415381878%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98o-lpzk9mbnb24ff8"",""Tempered Glass HD Anti Static Oppo A18 A17 A17k A16 A16e A16k A16s A15 A15s A12 A12e A12s A11 A11K A11X Anti Gores Full Layar Full Screen Full Cover"",""12.600"",""-58%"",""4.8"",""725 terjual"""
"https://shopee.co.id/Tempered-glass-bening-poco-C3-C40-C1-C55-Anti-gores-bening-poco-i.913643695.29922477273?extraParams=%7B%22display_model_id%22%3A252394101461%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztq-mfgl7u6p16ha73"",""Tempered glass bening poco C3 C40 C1 C55 Anti gores bening poco"",""12.950"",""-63%"",""4.9"",""341 terjual"""
"https://shopee.co.id/Tempered-Glass-Anti-Spy-Vivo-T1-5G-T1-4G-T1-Pro-V5-V5S-V19-V19-Neo-V25-4G-V25-5G-V25E-Full-layar-i.913643695.10099332531?extraParams=%7B%22display_model_id%22%3A127549854078%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rasg-m4099xgj3k49fd"",""Tempered Glass Anti Spy Vivo T1 5G T1 4G T1 Pro V5 V5S V19 V19 Neo V25 4G V25 5G V25E Full layar"",""12.150"",""-73%"",""4.8"",""2RB+ terjual"""
"https://shopee.co.id/TG-full-anti-spy-realme-2-2-Pro-3-3-Pro-5-Pro-7-Pro-8-Pro-tempered-glass-anti-spy-realme-i.913643695.17394273749?extraParams=%7B%22display_model_id%22%3A194220352833%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztk-mep992swn9ja48"",""TG full anti spy realme 2 2 Pro 3  3 Pro 5 Pro 7 Pro 8 Pro tempered glass anti spy realme"",""12.150"",""-73%"",""4.7"",""274 terjual"""
"https://shopee.co.id/Clear-case-airbag-samsung-A06-A03-A04-A07-A17-A16-5G-A16-4G-A15-A04S-A05-A05S-A22-4G-Casing-samsung-i.913643695.27321049816?extraParams=%7B%22display_model_id%22%3A252284205442%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rasm-m5k5izhkxjmg02"",""Clear case airbag samsung A06 A03 A04 A07 A17 A16 5G A16 4G A15 A04S A05 A05S A22 4G Casing samsung"",""13.500"",""-70%"",""4.9"",""3RB+ terjual"""
"https://shopee.co.id/Tempered-Glass-HD-Anti-Static-Realme-C71-C75-C75X-C51-C65-C53-C53-NFC-C55-C55-NFC-C35-C33-C31-C30s-C30-C25Y-C25S-C25-C21Y-C21-C20A-C20-C17-C15-C12-C11-10-C3-C2-C1-anti-gores-realme-i.913643695.24455758838?extraParams=%7B%22display_model_id%22%3A285603646075%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98y-lpzjvy7jm1om69"",""Tempered Glass HD Anti Static Realme C71 C75 C75X C51 C65 C53 C53 NFC C55 C55 NFC C35 C33 C31 C30s C30 C25Y C25S C25 C21Y C21 C20A C20 C17 C15 C12 C11 10 C3 C2 C1 anti gores realme"",""12.600"",""-58%"",""4.8"",""2RB+ terjual"""
"https://shopee.co.id/Tempered-Glass-kaca-bening-(nonlist)-samsung-M32-5G-M01s-M02-M02s-M10-M10s-M23-5G-M13-4G-M04-M14-5G-M13-5G-M11-M12-M20-M20s-M21-M21s-M21-Prime-M22-M33-5G-M30-M30S-M31-M31-Prime-M31S-M32-M40-M50-M51-M52-M62-M72-tempered-glass-samsung-i.913643695.27818286642?extraParams=%7B%22display_model_id%22%3A207995211183%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-822wi-mll6inb1vhmt8a"",""Tempered Glass kaca bening (nonlist) samsung  M32 5G M01s M02 M02s M10 M10s M23 5G M13 4G M04 M14 5G M13 5G M11 M12 M20 M20s M21 M21s M21 Prime M22 M33 5G M30 M30S M31 M31 Prime M31S M32 M40 M50 M51 M52 M62 M72 tempered glass samsung"",""12.950"",""-63%"",""4.7"",""214 terjual"""
"https://shopee.co.id/Clear-Case-AirBag-A04-A02S-A04S-A03s-A01-A02-A03-A03-Core-A04E-A04-Core-case-bening-Samsung-i.913643695.25640830225?extraParams=%7B%22display_model_id%22%3A157662494693%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rask-m5e2ig83iyl9aa"",""Clear Case AirBag A04 A02S A04S A03s A01 A02 A03 A03 Core A04E A04 Core case bening Samsung"",""12.950"",""-63%"",""4.9"",""4RB+ terjual"""
"https://shopee.co.id/Casing-Pro-Camera-samsung-A16-5G-4G-A06-A06S-A05-A05S-A04-A04E-A04-core-A51-A72-A71-S8-Plus-Softcase-i.913643695.22984132118?extraParams=%7B%22display_model_id%22%3A235759298471%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rbk0-m7h1dbvmaev8c1"",""Casing Pro Camera samsung A16 5G/4G A06 A06S A05 A05S A04 A04E A04 core A51 A72 A71 S8 Plus Softcase"",""12.600"",""-64%"",""4.8"",""5RB+ terjual"""
"https://shopee.co.id/Tempered-glass-anti-spy-iphone-XR-XR-X-XSmax-11-11-Pro-11-Pro-max-12-12-mini-12-pro-12-promax-13-13-mini-13-pro-13-promax-14-14-Plus-14max-14pro-14promax-6-6s-6s-6-7-7-8-8-Se-2020-Se-2021-Se-2022-15-15plus-15pro-15promax-16-16E-16-plus-16-pro-i.913643695.44550654347?extraParams=%7B%22display_model_id%22%3A79596630781%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224v-mjbkymh96fb844"",""Tempered glass anti spy iphone XR XR X XSmax 11 11 Pro 11 Pro max 12 12 mini 12 pro 12 promax 13 13 mini 13 pro 13 promax 14 14 Plus 14max 14pro 14promax 6 6s 6s+ 6+ 7 7+ 8 8+ Se 2020 Se 2021 Se 2022 15 15plus 15pro 15promax 16 16E 16 plus 16 pro"",""13.320"",""-63%"",""4.7"",""222 terjual"""
"https://shopee.co.id/Tempered-Glass-Bening-oppo-F9-F9-pro-F7-F5-F5-youth-F7-youth-F15-F11-F11-F17-F17pro-F19-F19pro-F19pro-F1-F1s-F1f-F1fw-anti-gores-oppo-i.913643695.43972476582?extraParams=%7B%22display_model_id%22%3A234550627179%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztm-mfdnut2bpyx608"",""Tempered Glass Bening oppo F9 F9 pro F7 F5 F5 youth F7 youth  F15 F11 F11 F17 F17pro F19 F19pro F19pro+ F1 F1s F1f F1fw anti gores oppo"",""12.600"",""-65%"",""4.8"",""235 terjual"""
"https://shopee.co.id/Anti-gores-matte-glas-Poco-C71-C75-C75X-C15-C17-C12-C11-C10-C1-C2-C2S-C3-C20-C20A-C21-C21Y-C25-C25S-C25Y-C30-C31-C33-8-8i-8S-8-Pro-9-9i-9-Pro-9Pro-10-10Pro-10S-11-7-7i-7Pro-6-6-Pro-6i-6s-5-5i-5Pro-5s-3-3Pro-3i-2-2Pro-C61-C63-C65-C67-4G-C51s-C53-C51-C55-13-i.913643695.47350636001?extraParams=%7B%22display_model_id%22%3A400053885071%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224u-mgi9ycnk7mz096"",""Anti gores matte glas Poco C71 C75 C75X C15 C17 C12 C11 C10 C1 C2 C2S C3 C20 C20A C21 C21Y C25 C25S C25Y C30 C31 C33 8 8i 8S 8 Pro 9 9i 9 Pro 9Pro+10 10Pro 10S 11 7 7i 7Pro 6 6 Pro 6i 6s 5 5i 5Pro 5s 3 3Pro 3i 2 2Pro C61 C63 C65 C67 4G C51s C53 C51 C55 13"",""12.960"",""-64%"",""4.9"",""111 terjual"""
"https://shopee.co.id/ceramic-matte-spy-samsung-A56-A57-5G-A36-S24-FE-A55-A50-A50S-A51-A52-A52S-A53-A54-A30-A30S-A31-A32-A32-A7-2018-A71-A71-A70-A70s-A72-A73-A80-A90-tempered-glass-samsung-i.913643695.48650287241?extraParams=%7B%22display_model_id%22%3A400024279313%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-82250-mgcrj44d7fnz75"",""ceramic matte spy samsung A56 A57 5G A36 S24 FE A55 A50 A50S A51 A52 A52S A53 A54 A30 A30S A31 A32 A32 A7 2018 A71 A71 A70 A70s A72 A73 A80 A90 tempered glass samsung"",""13.320"",""-63%"",""4.9"",""173 terjual"""
"https://shopee.co.id/Tempered-glass-kaca-bening-9D-Realme-C75-C75X-C61-C67-C63-C55-C55-NFC-C51-C51-NFC-C53-C53-nfc-5-5i-10-5G-C3-10-C11-C11-2020-C11-2021-C12-C15-C20-C20A-C21-C21y-C25-C25s-C25y-C30-C30s-C65-C67-C51s-V3-V11-5G-V11s-5G-Anti-Gores-bening-full-layar-i.913643695.26118286619?extraParams=%7B%22display_model_id%22%3A108517224908%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224r-mhlou03qtuyud5"",""Tempered glass kaca bening 9D Realme C75 C75X C61 C67 C63 C55/C55 NFC C51/C51 NFC C53/C53 nfc 5 5i 10 5G C3 10 C11/C11 2020 C11 2021 C12 C15 C20 C20A C21 C21y C25 C25s C25y C30 C30s C65 C67 C51s V3 V11 5G V11s 5G Anti Gores bening full layar"",""12.950"",""-63%"",""4.7"",""730 terjual"""
"https://shopee.co.id/Tempered-glassa-bening-tecno-pova-7-6-5-4-5-5-PRO-4-PRO-6-PRO-NEO-3-NEO-2-Tempered-glass-bening-pova-i.913643695.52151817372?extraParams=%7B%22display_model_id%22%3A425168523879%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224v-mhagwvimm1oqcc"",""Tempered glassa bening tecno pova 7 6 5 4 5 5 PRO 4 PRO 6 PRO NEO 3 NEO 2 Tempered glass bening pova"",""12.600"",""-65%"",""4.4"",""428 terjual"""
"https://shopee.co.id/Silikon-Case-Softcase-Protector-Pro-Camera-samsung-J8-2018-J5-A22-4G-A22-5G-A32-4G-A31-A31-A13-4G.Silikon-Case-Softcase-Protector-Pro-Camera-i.913643695.23858643406?extraParams=%7B%22display_model_id%22%3A222153721808%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98x-ln3uzztwfynb93"",""Silikon Case Softcase Protector Pro Camera samsung J8 2018 J5 A22 4G A22 5G A32 4G A31 A31 A13 4G.Silikon Case Softcase Protector Pro Camera"",""15.400"",""-56%"",""4.8"",""426 terjual"""
"https://shopee.co.id/Clear-case-airbag-Realme-7-7i-7-Pro-6-6-Pro-6i-6s-9-4G-9Pro-5-5i-5-Pro-5s-3-3-Pro-3i-2-2-Pro-case-bening-Realme-i.913643695.28824505596?extraParams=%7B%22display_model_id%22%3A129224592168%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rasa-m5e892rfp6s8f3"",""Clear case airbag Realme 7 7i 7 Pro 6 6 Pro 6i 6s 9 4G 9Pro+ 5 5i 5 Pro 5s 3 3 Pro 3i 2 2 Pro case bening Realme"",""14.000"",""-60%"",""4.9"",""1RB+ terjual"""
"https://shopee.co.id/Tempered-Glass-HD-Anti-Static-Realme-note-60-60x-70-70x-80-50-50-pro-XT-X9-X7-Pro-X7-Max-X7-X50-Pro-X50-X3-Super-Zoom-X3-Pro-X3-X2-Pro-X2-X-Lite-X-V5-5G-V3-V25-V15-5G-V13-5G-V11s-5G-V11-5G-U1-Q3-Pro-Q3-Q2-Pro-Q2-Q-Anti-Gores-bening-realme-note-i.913643695.24955754070?extraParams=%7B%22display_model_id%22%3A148482595902%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-822wm-ml9a7ro6213c27"",""Tempered Glass HD Anti Static Realme note 60 60x 70 70x 80 50 50 pro XT X9 X7 Pro X7 Max X7 X50 Pro X50 X3 Super Zoom X3 Pro X3 X2 Pro X2 X Lite X V5 5G V3 V25 V15 5G V13 5G V11s 5G V11 5G U1 Q3 Pro Q3 Q2 Pro Q2 Q Anti Gores  bening realme note"",""13.800"",""-54%"",""4.9"",""308 terjual"""
"https://shopee.co.id/TG-full-Matte-glass-redmi-note-13-13R-14-14S-11-11S-10S-10T-12-12S-9-9T-9S-A2-A2-5i-6-7-7S-8-8T-11E-11T-5-11-Pro-11-Promax-11-Pro-10-Pro-10-10lite-10-Promax-12-Pro-12-Pro-Pro-9-promax-7-pro-8-pro-5-pro-tempered-glass-redmi-note-anti-gores-redmi-note-i.913643695.48050630875?extraParams=%7B%22display_model_id%22%3A325053880866%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224u-mgi9ycnk7mz096"",""TG full Matte glass redmi note 13 13R 14 14S 11 11S 10S 10T 12 12S 9 9T 9S A2 A2+ 5i 6 7 7S 8 8T 11E 11T 5 11 Pro 11 Promax 11 Pro+ 10 Pro 10 10lite 10 Promax 12 Pro 12 Pro+ Pro 9 promax 7 pro 8 pro 5 pro tempered glass redmi note anti gores redmi note"",""12.960"",""-64%"",""4.8"",""85 terjual"""
"https://shopee.co.id/Tempered-Glass-Bening-Xiaomi-Poco-C71-C75-C65-C31-C40-C50-C51-C55-C61-X3-X3-GT-X3-NFC-X3-Pro-X4-GT-X4-Pro-5G-X5-X5-Pro-X5-Pro-5G-X6-X6-5G-X6-Pro-X6-Pro-5G-X7-PRO-anti-gores-xiaomi-i.913643695.27742462324?extraParams=%7B%22display_model_id%22%3A301828951392%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztq-mfgl7u6p16ha73"",""Tempered Glass Bening Xiaomi Poco C71 C75 C65 C31 C40 C50 C51 C55 C61 X3 X3 GT X3 NFC X3 Pro X4 GT X4 Pro 5G X5 X5 Pro X5 Pro 5G X6 X6 5G X6 Pro X6 Pro 5G X7 PRO anti gores xiaomi"",""12.600"",""-65%"",""4.7"",""737 terjual"""
"https://shopee.co.id/Tempered-Glass-HD-Anti-Static-Infinix-Note-12-4G-12-5G-12-2023-12-NFC-2023-12-G99-12-G96-12-VIP-12i-12i-2022-12-Pro-5G-11-11-Pro-11s-10-10-Pro-10-Pro-NFC-8-7-7-Lite-Anti-Gores-Full-Layar-Full-Screen-Full-Cover-i.913643695.24655759055?extraParams=%7B%22display_model_id%22%3A235946780970%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98v-lpzkuisia03c04"",""Tempered Glass HD Anti Static Infinix Note 12 4G 12 5G 12 2023 12 NFC 2023 12 G99 12 G96 12 VIP 12i 12i 2022 12 Pro 5G 11 11 Pro 11s 10 10 Pro 10 Pro NFC 8 7 7 Lite Anti Gores Full Layar Full Screen Full Cover"",""13.800"",""-54%"",""4.9"",""574 terjual"""
"https://shopee.co.id/TG-full-anti-spy-anti-spy-vivo-Y33S-Y31S-Y30-Y30i-Y31-Y35-Y31S-Y50-Y50i-Y51-Y51S-Y51A-Y52-Y52S-Y53S-tempered-glass-vivo-i.913643695.22839323520?extraParams=%7B%22display_model_id%22%3A118063548025%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztm-mfnzaqx47bwv92"",""TG full anti spy anti spy vivo Y33S Y31S Y30 Y30i Y31 Y35 Y31S Y50 Y50i Y51 Y51S Y51A Y52 Y52S Y53S tempered glass vivo"",""11.250"",""-75%"",""4.8"",""6RB+ terjual"""
"https://shopee.co.id/Clear-case-Airbag-samsung-A20-A20S-M13-5G-A21-A21S-A23-5G-A23-4G-A42-5G-A22-4G-A22-5G-Case-bening-i.913643695.28374510744?extraParams=%7B%22display_model_id%22%3A69514554121%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7rask-m5e2ig837q1p89"",""Clear case Airbag samsung A20 A20S M13 5G A21 A21S A23 5G A23 4G A42 5G A22 4G A22 5G  Case bening"",""12.250"",""-65%"",""4.9"",""359 terjual"""
"https://shopee.co.id/Tempered-Glass-HD-Anti-Static-Vivo-V40-Lite-5G-4G-V29e-5G-V27e-S1-S1-Pro-T1-2021-T1-5G-T1-Pro-V11-V11-Pro-V11i-V15-V15-Pro-V17-V17-Pro-V19-V19-Neo-V20-V21-Pro-V20-Se-V21-4G-V21-5G-V21e-V21e-5G-V23-5G-V23e-4G-V23e-5G-V25-4G-V25-5G-V25e-FullScreen-i.913643695.24355758921?extraParams=%7B%22display_model_id%22%3A109329329513%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7ras8-m431qf2g5zmhfb"",""Tempered Glass HD Anti Static Vivo V40 Lite 5G/4G  V29e 5G V27e  S1 S1 Pro T1 2021 T1 5G T1 Pro V11 V11 Pro V11i V15 V15 Pro V17 V17 Pro V19 V19 Neo V20 V21 Pro V20 Se V21 4G V21 5G V21e V21e 5G V23 5G V23e 4G V23e 5G V25 4G V25 5G V25e FullScreen"",""13.800"",""-54%"",""4.8"",""933 terjual"""
"https://shopee.co.id/Tempered-Glass-HD-Anti-Static-Vivo-Y90-Y90i-Y91-Y91i-Y91C-Y93-Y93S-Y95-Y97-Y75-Y75S-Y76-Y76S-Y77-Y77S-Y81-Y83-Y83-Pro-Y85-Anti-Gores-vivo-i.913643695.25155754042?extraParams=%7B%22display_model_id%22%3A79736012415%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-7r98z-lpzk9m9zgasyaa"",""Tempered Glass HD Anti Static Vivo Y90 Y90i Y91 Y91i Y91C Y93 Y93S Y95 Y97 Y75 Y75S Y76 Y76S Y77 Y77S Y81 Y83 Y83 Pro Y85 Anti Gores vivo"",""13.800"",""-54%"",""4.9"",""293 terjual"""
"https://shopee.co.id/tempered-glass-redmi-Note-8-8-pro-Note-5-Pro-Note-6-Note-7-Note-7-Pro-Note-5-Note-9-Note-9-Pro-Anti-Gores-redmi-i.913643695.23748655088?extraParams=%7B%22display_model_id%22%3A167763477212%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztn-megle4bol9mq71"",""tempered glass redmi Note 8 8 pro Note 5 Pro Note 6 Note 7 Note 7 Pro Note 5  Note 9 Note 9 Pro Anti Gores redmi"",""12.150"",""-73%"",""4.7"",""918 terjual"""
"https://shopee.co.id/Tempered-Glass-Bening-realme-note-60-60x-60-70-70T-80-50-50-Pro-Narzo-10-10A-20-20A-20-Pro-30-30A-30-Pro-50-50-(5G)-50A-50A-Prime-50i-50i-Prime-70-Turbo-70x-N53-N55-anti-gores-realme-i.913643695.42922481114?extraParams=%7B%22display_model_id%22%3A345630791836%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-8224q-ml5qa597qpsd25"",""Tempered Glass Bening realme note 60 60x 60 70 70T 80 50 50 Pro Narzo 10 10A 20 20A 20 Pro 30 30A 30 Pro 50 50 (5G) 50A 50A Prime 50i 50i Prime 70 Turbo 70x N53 N55 anti gores realme"",""12.600"",""-65%"",""4.6"",""486 terjual"""
"https://shopee.co.id/TG-full-anti-spy-realme-6-Realme-6i-Realme-6S-Realme-6-Pro-tempered-glass-anti-spy-realme-i.913643695.18678698537?extraParams=%7B%22display_model_id%22%3A39298742676%2C%22model_selection_logic%22%3A2%7D,""https://down-id.img.susercontent.com/file/id-11134207-81ztk-mep992swn9ja48"",""TG full anti spy realme 6 Realme 6i Realme 6S Realme 6 Pro tempered glass anti spy realme"",""12.150"",""-73%"",""4.8"",""335 terjual"""
